Sentence	Subjectivity	Positivity	Negativity
The shells may have been targeting any remaining pockets of resistance or military installations in the city that was the rebels' last stronghold 	1	1	3
The troops are consolidating and making plans to expand into the southern part of the city  Oguna told Reuters 	1	2	1
A lot of caution must be exercised here  We don't want to get into a situation where we start to lose troops here and there 	1	1	2
The southern part is the city center and whoever wins it will effectively have control over the port and other strategic installations 	2	2	1
The Kenya Defence Force and the Somalia National Army  fighting under the flag of the African Union force in Somalia (AMISOM)  have not suffered any casualties in the operation  Oguna said 	1	3	1
An al Shabaab official said that although the group had ceded control of Kismayu  its fighters were poised to engage the allied troops once they enter the city 	1	1	3
We are just waiting for the AU and Somali troops to enter the town  We shall fight them in streets and alleys  We abandoned the town  Why don't they go in if they have the guts? Sheikh Hudayfa Abdirahman  the group's head of Jubba region  told Reuters 	1	1	3
In Kenya's capital Nairobi  a nine-year-old boy was killed and three children wounded by a hand grenade thrown into a Sunday school session in a church on Sunday  an act police said was the work of al Shabaab sympathizers 	2	1	5
The rebel group  which counts foreign al Qaeda-trained fighters among its ranks  is seen as one of the biggest threats to stability in the Horn of Africa  It has received advice from al Qaeda's leadership  counter-terrorism experts say 	3	1	3
The insurgents  who once controlled swathes of the lawless Horn of Africa country  have turned to guerrilla tactics  harrying the weak government of newly-elected President Hassan Sheikh Mohamud with suicide bombings and assassinations 	3	1	5
Abdirahman said the onset of rains would help al Shabaab fight back 	1	2	1
We shall fight the enemies in the muddy jungles between Kismayu and Kenya  Enemies will be stuck in the mud  We are sure the enemies will never rule peacefully  he said 	3	3	1
Kismayu residents said the chaos was causing hardships 	1	1	3
Food prices and dollar value have risen a bit this morning  If the situation remains this way for days  we anticipate inflation and then starvation  said shopkeeper Abdullahi Nur 	1	1	3
Some civilians fled the city in minibuses on rough roads that twist through the surrounding jungles 	1	1	2
I will also evacuate my children if Kismayu does not change positively  said Ismail  the mother of four 	1	1	2
NAIROBI (Reuters) - The Kenyan shilling was steady against the dollar but could come under pressure if figures due Friday show inflation is still falling  which could drag down investor returns from government bonds 	2	2	2
We are watching out to see where inflation will come in  said Dickson Magecha  a trader at Standard Chartered Bank 	1	1	1
At 0832 GMT  commercial banks quoted the shilling at 85 20/40 versus the dollar  barely changed from Thursday's close of 85 25/45 	1	1	1
Inflation in the east African nation soared last year to peak at nearly 20 percent in November  due to a widening fuel import bill and drought  which dragged the shilling through a series of record lows 	2	1	3
A tight monetary policy adopted by policymakers in the fourth quarter of 2011 helped bring down inflation for nine straight months and stabilised the foreign exchange rate 	1	2	1
A Reuters poll of 11 analysts showed that year-on-year inflation could fall to 5 40 percent in September from 6 09 percent in August 	2	2	1
Traders said the shilling could come under pressure from last minute end-month importers demand for the dollar and banks piling on greenbacks in anticipation that lower inflation in September could give room for a further cut in rates by the central bank 	3	1	2
"We expect to see a bit of weakening due to energy flows	3	1	2
333 kenyan-shilling-steady-vs-dollar-eyes-inflation-094749348--business We could touch 85 50 by the close of the day  Magecha said "	2	1	1
What You Know Already: Being Overweight is Bad For You  What You Need to Know: It Can Also Give You Cancer	2	1	2
It’s no secret that there’s an obesity epidemic in America 	2	1	2
But the side effects from being overweight  including cancer risks  continue to multiple 	1	1	2
Early treatment of prostate cancer  one of the most common cancers in men  is usually very successful 	1	2	1
But ScienceDaily reports today that  ”obesity increases the risk of aggressive prostate disease 	1	1	2
New research  published in BioMed Central's open access journal BMC Medicine  finds that the fat surrounding the prostate of overweight or obese men with prostate cancer provides a favorable environment to promote cancer growth ”	1	1	2
While they note that fat “is a major player in the immune system  which protects the body from infection and disease ” the bad news is that “too much fat can cause these systems to go haywire and can increase the risk of diabetes  cardiovascular disease and cancer ”	1	1	2
And this new research shows that  “Regardless of type of prostate disease the overweight men had different levels of gene activity in the fat surrounding their prostates compared to the lean men ”	1	1	2
To put things in perspective  the National Cancer Institute (NCI) says that in “One study  using NCI Surveillance  Epidemiology  and End Results (SEER) data  estimated that in 2007 in the United States  about 34 000 new cases of cancer in men (4 percent) and 50 500 in women (7 percent) were due to obesity 	1	1	2
The percentage of cases attributed to obesity varied widely for different cancer types but was as high as 40 percent for some cancers  particularly endometrial cancer and esophageal adenocarcinoma ”	1	1	1
Earlier this year  the journal Science observed that  “Insulin and a related hormone known as insulin-like growth factor (IGF) are now at the center of a growing wave of research around the world aimed at elucidating what many scientists consider to be their critical role in fueling a wide range of cancers 	1	1	1
Elevated levels of insulin and IGF are also the leading candidates to explain a significant correlation in epidemiology that has gained attention over the past 30 years: Obese and diabetic individuals have a far higher risk than lean healthy people of getting cancer  and when they do get it  their risk of dying from it is greater ”	1	1	3
Furthermore  in March  USA Today reported  “Although the overall rate of new cancer cases is declining      	1	2	1
"About one-third of adults—almost 78 million—are obese  roughly 30 or more pounds over a healthy weight """	1	1	2
